texte,titre,auteur
"“He didn’t mind me; in fact, he took a fancy to me, for at the timewhen he saw me first I was a youngster of twelve or so. This would bein the year 1878, after he had been eight or nine years in England. Hebegged my father to let me live with him and he was very kind to me inhis way. When he was sober he used to be fond of playing backgammon anddraughts with me, and he would make me his representative both with theservants and with the tradespeople, so that by the time that I wassixteen I was quite master of the house. I kept all the keys and couldgo where I liked and do what I liked, so long as I did not disturb himin his privacy. There was one singular exception, however, for he had asingle room, a lumber-room up among the attics, which was invariablylocked, and which he would never permit either me or anyone else toenter. With a boy’s curiosity I have peeped through the keyhole, but Iwas never able to see more than such a collection of old trunks andbundles as would be expected in such a room. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Last week he hurled the local blacksmith over a parapet into a stream,and it was only by paying over all the money which I could gathertogether that I was able to avert another public exposure. He had nofriends at all save the wandering gipsies, and he would give thesevagabonds leave to encamp upon the few acres of bramble-covered landwhich represent the family estate, and would accept in return thehospitality of their tents, wandering away with them sometimes forweeks on end. He has a passion also for Indian animals, which are sentover to him by a correspondent, and he has at this moment a cheetah anda baboon, which wander freely over his grounds and are feared by thevillagers almost as much as their master. “You can imagine from what I say that my poor sister Julia and I had nogreat pleasure in our lives. No servant would stay with us, and for along time we did all the work of the house. She was but thirty at thetime of her death, and yet her hair had already begun to whiten, evenas mine has.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"   VI. THE MAN WITH THE TWISTED LIP  Isa Whitney, brother of the late Elias Whitney, D.D., Principal of theTheological College of St. George’s, was much addicted to opium. Thehabit grew upon him, as I understand, from some foolish freak when hewas at college; for having read De Quincey’s description of his dreamsand sensations, he had drenched his tobacco with laudanum in an attemptto produce the same effects. He found, as so many more have done, thatthe practice is easier to attain than to get rid of, and for many yearshe continued to be a slave to the drug, an object of mingled horror andpity to his friends and relatives. I can see him now, with yellow,pasty face, drooping lids, and pin-point pupils, all huddled in achair, the wreck and ruin of a noble man. One night—it was in June, ’89—there came a ring to my bell, about thehour when a man gives his first yawn and glances at the clock. I sat upin my chair, and my wife laid her needle-work down in her lap and madea little face of disappointment. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Peculiar—that is the very word,” said Holmes. “It is not an Englishpaper at all. Hold it up to the light.” I did so, and saw a large “E” with a small “g,” a “P,” and a large “G”with a small “t” woven into the texture of the paper. “What do you make of that?” asked Holmes. “The name of the maker, no doubt; or his monogram, rather.” “Not at all. The ‘G’ with the small ‘t’ stands for ‘Gesellschaft,’which is the German for ‘Company.’ It is a customary contraction likeour ‘Co.’ ‘P,’ of course, stands for ‘Papier.’ Now for the ‘Eg.’ Let usglance at our Continental Gazetteer.” He took down a heavy brown volumefrom his shelves. “Eglow, Eglonitz—here we are, Egria. It is in aGerman-speaking country—in Bohemia, not far from Carlsbad. ‘Remarkableas being the scene of the death of Wallenstein, and for its numerousglass-factories and paper-mills.’ Ha, ha, my boy, what do you make ofthat?” His eyes sparkled, and he sent up a great blue triumphant cloudfrom his cigarette. “The paper was made in Bohemia,” I said. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"At Waterloo we were fortunate in catching a train for Leatherhead,where we hired a trap at the station inn and drove for four or fivemiles through the lovely Surrey lanes. It was a perfect day, with abright sun and a few fleecy clouds in the heavens. The trees andwayside hedges were just throwing out their first green shoots, and theair was full of the pleasant smell of the moist earth. To me at leastthere was a strange contrast between the sweet promise of the springand this sinister quest upon which we were engaged. My companion sat inthe front of the trap, his arms folded, his hat pulled down over hiseyes, and his chin sunk upon his breast, buried in the deepest thought.Suddenly, however, he started, tapped me on the shoulder, and pointedover the meadows. “Look there!” said he. A heavily timbered park stretched up in a gentle slope, thickening intoa grove at the highest point. From amid the branches there jutted outthe grey gables and high roof-tree of a very old mansion. “Stoke Moran?” said he. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Which surely he restored to their owner?” “My dear fellow, there lies the problem. It is true that ‘For Mrs.Henry Baker’ was printed upon a small card which was tied to the bird’sleft leg, and it is also true that the initials ‘H. B.’ are legibleupon the lining of this hat, but as there are some thousands of Bakers,and some hundreds of Henry Bakers in this city of ours, it is not easyto restore lost property to any one of them.” “What, then, did Peterson do?” “He brought round both hat and goose to me on Christmas morning,knowing that even the smallest problems are of interest to me. Thegoose we retained until this morning, when there were signs that, inspite of the slight frost, it would be well that it should be eatenwithout unnecessary delay. Its finder has carried it off, therefore, tofulfil the ultimate destiny of a goose, while I continue to retain thehat of the unknown gentleman who lost his Christmas dinner.” “Did he not advertise?” “No.” “Then, what clue could you have as to his identity?” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“What have you done?” asked Holmes. “Nothing.” “Nothing?” “To tell the truth”—he sank his face into his thin, white hands—“I havefelt helpless. I have felt like one of those poor rabbits when thesnake is writhing towards it. I seem to be in the grasp of someresistless, inexorable evil, which no foresight and no precautions canguard against.” “Tut! tut!” cried Sherlock Holmes. “You must act, man, or you are lost.Nothing but energy can save you. This is no time for despair.” “I have seen the police.” “Ah!” “But they listened to my story with a smile. I am convinced that theinspector has formed the opinion that the letters are all practicaljokes, and that the deaths of my relations were really accidents, asthe jury stated, and were not to be connected with the warnings.” Holmes shook his clenched hands in the air. “Incredible imbecility!” hecried. “They have, however, allowed me a policeman, who may remain in thehouse with me.” “Has he come with you to-night?” “No. His orders were to stay in the house.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“I do not know that there is anything else for me to explain. I wasdetermined to preserve my disguise as long as possible, and hence mypreference for a dirty face. Knowing that my wife would be terriblyanxious, I slipped off my ring and confided it to the Lascar at amoment when no constable was watching me, together with a hurriedscrawl, telling her that she had no cause to fear.” “That note only reached her yesterday,” said Holmes. “Good God! What a week she must have spent!” “The police have watched this Lascar,” said Inspector Bradstreet, “andI can quite understand that he might find it difficult to post a letterunobserved. Probably he handed it to some sailor customer of his, whoforgot all about it for some days.” “That was it,” said Holmes, nodding approvingly; “I have no doubt ofit. But have you never been prosecuted for begging?” “Many times; but what was a fine to me?” “It must stop here, however,” said Bradstreet. “If the police are tohush this thing up, there must be no more of Hugh Boone.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Mr. Henry Baker, I believe,” said he, rising from his armchair andgreeting his visitor with the easy air of geniality which he could soreadily assume. “Pray take this chair by the fire, Mr. Baker. It is acold night, and I observe that your circulation is more adapted forsummer than for winter. Ah, Watson, you have just come at the righttime. Is that your hat, Mr. Baker?” “Yes, sir, that is undoubtedly my hat.” He was a large man with rounded shoulders, a massive head, and a broad,intelligent face, sloping down to a pointed beard of grizzled brown. Atouch of red in nose and cheeks, with a slight tremor of his extendedhand, recalled Holmes’ surmise as to his habits. His rusty blackfrock-coat was buttoned right up in front, with the collar turned up,and his lank wrists protruded from his sleeves without a sign of cuffor shirt. He spoke in a slow staccato fashion, choosing his words withcare, and gave the impression generally of a man of learning andletters who had had ill-usage at the hands of fortune. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“You’ll never persuade me to believe that.” “Will you bet, then?” “It’s merely taking your money, for I know that I am right. But I’llhave a sovereign on with you, just to teach you not to be obstinate.” The salesman chuckled grimly. “Bring me the books, Bill,” said he. The small boy brought round a small thin volume and a greatgreasy-backed one, laying them out together beneath the hanging lamp. “Now then, Mr. Cocksure,” said the salesman, “I thought that I was outof geese, but before I finish you’ll find that there is still one leftin my shop. You see this little book?” “Well?” “That’s the list of the folk from whom I buy. D’you see? Well, then,here on this page are the country folk, and the numbers after theirnames are where their accounts are in the big ledger. Now, then! Yousee this other page in red ink? Well, that is a list of my townsuppliers. Now, look at that third name. Just read it out to me.” “Mrs. Oakshott, 117, Brixton Road—249,” read Holmes. “Quite so. Now turn that up in the ledger.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“My God!” I whispered; “did you see it?” Holmes was for the moment as startled as I. His hand closed like a viceupon my wrist in his agitation. Then he broke into a low laugh and puthis lips to my ear. “It is a nice household,” he murmured. “That is the baboon.” I had forgotten the strange pets which the Doctor affected. There was acheetah, too; perhaps we might find it upon our shoulders at anymoment. I confess that I felt easier in my mind when, after followingHolmes’ example and slipping off my shoes, I found myself inside thebedroom. My companion noiselessly closed the shutters, moved the lamponto the table, and cast his eyes round the room. All was as we hadseen it in the daytime. Then creeping up to me and making a trumpet ofhis hand, he whispered into my ear again so gently that it was all thatI could do to distinguish the words: “The least sound would be fatal to our plans.” I nodded to show that I had heard. “We must sit without light. He would see it through the ventilator.” I nodded again. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“No, his friend. He wished us to leave him alone. He is round in thestable lane now.” “The stable lane?” She raised her dark eyebrows. “What can he hope tofind there? Ah! this, I suppose, is he. I trust, sir, that you willsucceed in proving, what I feel sure is the truth, that my cousinArthur is innocent of this crime.” “I fully share your opinion, and I trust, with you, that we may proveit,” returned Holmes, going back to the mat to knock the snow from hisshoes. “I believe I have the honour of addressing Miss Mary Holder.Might I ask you a question or two?” “Pray do, sir, if it may help to clear this horrible affair up.” “You heard nothing yourself last night?” “Nothing, until my uncle here began to speak loudly. I heard that, andI came down.” “You shut up the windows and doors the night before. Did you fasten allthe windows?” “Yes.” “Were they all fastened this morning?” “Yes.” “You have a maid who has a sweetheart? I think that you remarked toyour uncle last night that she had been out to see him?” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“I never hope to see such a sight as that again, Mr. Holmes. Fromnorth, south, east, and west every man who had a shade of red in hishair had tramped into the city to answer the advertisement. FleetStreet was choked with red-headed folk, and Pope’s Court looked like acoster’s orange barrow. I should not have thought there were so many inthe whole country as were brought together by that singleadvertisement. Every shade of colour they were—straw, lemon, orange,brick, Irish-setter, liver, clay; but, as Spaulding said, there werenot many who had the real vivid flame-coloured tint. When I saw howmany were waiting, I would have given it up in despair; but Spauldingwould not hear of it. How he did it I could not imagine, but he pushedand pulled and butted until he got me through the crowd, and right upto the steps which led to the office. There was a double stream uponthe stair, some going up in hope, and some coming back dejected; but wewedged in as well as we could and soon found ourselves in the office.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“It’s all clear,” he whispered. “Have you the chisel and the bags?Great Scott! Jump, Archie, jump, and I’ll swing for it!” Sherlock Holmes had sprung out and seized the intruder by the collar.The other dived down the hole, and I heard the sound of rending clothas Jones clutched at his skirts. The light flashed upon the barrel of arevolver, but Holmes’ hunting crop came down on the man’s wrist, andthe pistol clinked upon the stone floor. “It’s no use, John Clay,” said Holmes blandly. “You have no chance atall.” “So I see,” the other answered with the utmost coolness. “I fancy thatmy pal is all right, though I see you have got his coat-tails.” “There are three men waiting for him at the door,” said Holmes. “Oh, indeed! You seem to have done the thing very completely. I mustcompliment you.” “And I you,” Holmes answered. “Your red-headed idea was very new andeffective.” “You’ll see your pal again presently,” said Jones. “He’s quicker atclimbing down holes than I am. Just hold out while I fix the derbies.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Have you her photograph?” “I brought this with me.” He opened a locket and showed us the fullface of a very lovely woman. It was not a photograph but an ivoryminiature, and the artist had brought out the full effect of thelustrous black hair, the large dark eyes, and the exquisite mouth.Holmes gazed long and earnestly at it. Then he closed the locket andhanded it back to Lord St. Simon. “The young lady came to London, then, and you renewed youracquaintance?” “Yes, her father brought her over for this last London season. I mether several times, became engaged to her, and have now married her.” “She brought, I understand, a considerable dowry?” “A fair dowry. Not more than is usual in my family.” “And this, of course, remains to you, since the marriage is a _faitaccompli_?” “I really have made no inquiries on the subject.” “Very naturally not. Did you see Miss Doran on the day before thewedding?” “Yes.” “Was she in good spirits?” “Never better. She kept talking of what we should do in our futurelives.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“‘You shall leave it in the hands of the police!’ I cried half-mad withgrief and rage. ‘I shall have this matter probed to the bottom.’ “‘You shall learn nothing from me,’ said he with a passion such as Ishould not have thought was in his nature. ‘If you choose to call thepolice, let the police find what they can.’ “By this time the whole house was astir, for I had raised my voice inmy anger. Mary was the first to rush into my room, and, at the sight ofthe coronet and of Arthur’s face, she read the whole story and, with ascream, fell down senseless on the ground. I sent the housemaid for thepolice and put the investigation into their hands at once. When theinspector and a constable entered the house, Arthur, who had stoodsullenly with his arms folded, asked me whether it was my intention tocharge him with theft. I answered that it had ceased to be a privatematter, but had become a public one, since the ruined coronet wasnational property. I was determined that the law should have its way ineverything. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“No, I do not think so. I think that there was probably some moretangible cause. And now, Miss Stoner, we must leave you for if Dr.Roylott returned and saw us our journey would be in vain. Good-bye, andbe brave, for if you will do what I have told you, you may rest assuredthat we shall soon drive away the dangers that threaten you.” Sherlock Holmes and I had no difficulty in engaging a bedroom andsitting-room at the Crown Inn. They were on the upper floor, and fromour window we could command a view of the avenue gate, and of theinhabited wing of Stoke Moran Manor House. At dusk we saw Dr. GrimesbyRoylott drive past, his huge form looming up beside the little figureof the lad who drove him. The boy had some slight difficulty in undoingthe heavy iron gates, and we heard the hoarse roar of the Doctor’svoice and saw the fury with which he shook his clinched fists at him.The trap drove on, and a few minutes later we saw a sudden light springup among the trees as the lamp was lit in one of the sitting-rooms. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"    “‘MY DEAR MR. SHERLOCK HOLMES,—Lord Backwater tells me that I may    place implicit reliance upon your judgment and discretion. I have    determined, therefore, to call upon you and to consult you in    reference to the very painful event which has occurred in    connection with my wedding. Mr. Lestrade, of Scotland Yard, is    acting already in the matter, but he assures me that he sees no    objection to your co-operation, and that he even thinks that it    might be of some assistance. I will call at four o’clock in the    afternoon, and, should you have any other engagement at that time,    I hope that you will postpone it, as this matter is of paramount    importance. Yours faithfully,      “‘ROBERT ST. SIMON.’  “It is dated from Grosvenor Mansions, written with a quill pen, and thenoble lord has had the misfortune to get a smear of ink upon the outerside of his right little finger,” remarked Holmes as he folded up theepistle. “He says four o’clock. It is three now. He will be here in an hour.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"     “VIOLET HUNTER.”  “Do you know the young lady?” I asked. “Not I.” “It is half-past ten now.” “Yes, and I have no doubt that is her ring.” “It may turn out to be of more interest than you think. You rememberthat the affair of the blue carbuncle, which appeared to be a mere whimat first, developed into a serious investigation. It may be so in thiscase, also.” “Well, let us hope so. But our doubts will very soon be solved, forhere, unless I am much mistaken, is the person in question.” As he spoke the door opened and a young lady entered the room. She wasplainly but neatly dressed, with a bright, quick face, freckled like aplover’s egg, and with the brisk manner of a woman who has had her ownway to make in the world. “You will excuse my troubling you, I am sure,” said she, as mycompanion rose to greet her, “but I have had a very strange experience,and as I have no parents or relations of any sort from whom I could askadvice, I thought that perhaps you would be kind enough to tell me whatI should do.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“‘I beg that you will state your business, sir,’ said I; ‘my time is ofvalue.’ Heaven forgive me for that last sentence, but the words came tomy lips. “‘How would fifty guineas for a night’s work suit you?’ he asked. “‘Most admirably.’ “‘I say a night’s work, but an hour’s would be nearer the mark. Isimply want your opinion about a hydraulic stamping machine which hasgot out of gear. If you show us what is wrong we shall soon set itright ourselves. What do you think of such a commission as that?’ “‘The work appears to be light and the pay munificent.’ “‘Precisely so. We shall want you to come to-night by the last train.’ “‘Where to?’ “‘To Eyford, in Berkshire. It is a little place near the borders ofOxfordshire, and within seven miles of Reading. There is a train fromPaddington which would bring you there at about 11:15.’ “‘Very good.’ “‘I shall come down in a carriage to meet you.’ “‘There is a drive, then?’ “‘Yes, our little place is quite out in the country. It is a good sevenmiles from Eyford Station.’ ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“You are hungry,” I remarked. “Starving. It had escaped my memory. I have had nothing sincebreakfast.” “Nothing?” “Not a bite. I had no time to think of it.” “And how have you succeeded?” “Well.” “You have a clue?” “I have them in the hollow of my hand. Young Openshaw shall not longremain unavenged. Why, Watson, let us put their own devilish trade-markupon them. It is well thought of!” “What do you mean?” He took an orange from the cupboard, and tearing it to pieces hesqueezed out the pips upon the table. Of these he took five and thrustthem into an envelope. On the inside of the flap he wrote “S. H. for J.O.” Then he sealed it and addressed it to “Captain James Calhoun,Barque _Lone Star_, Savannah, Georgia.” “That will await him when he enters port,” said he, chuckling. “It maygive him a sleepless night. He will find it as sure a precursor of hisfate as Openshaw did before him.” “And who is this Captain Calhoun?” “The leader of the gang. I shall have the others, but he first.” “How did you trace it, then?” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“But he might be a bachelor.” “Nay, he was bringing home the goose as a peace-offering to his wife.Remember the card upon the bird’s leg.” “You have an answer to everything. But how on earth do you deduce thatthe gas is not laid on in his house?” “One tallow stain, or even two, might come by chance; but when I see noless than five, I think that there can be little doubt that theindividual must be brought into frequent contact with burningtallow—walks upstairs at night probably with his hat in one hand and aguttering candle in the other. Anyhow, he never got tallow-stains froma gas-jet. Are you satisfied?” “Well, it is very ingenious,” said I, laughing; “but since, as you saidjust now, there has been no crime committed, and no harm done save theloss of a goose, all this seems to be rather a waste of energy.” Sherlock Holmes had opened his mouth to reply, when the door flew open,and Peterson, the commissionaire, rushed into the apartment withflushed cheeks and the face of a man who is dazed with astonishment. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“I have been making a fool of myself,” he gasped. “Not at all. Drink this.” I dashed some brandy into the water, and thecolour began to come back to his bloodless cheeks. “That’s better!” said he. “And now, Doctor, perhaps you would kindlyattend to my thumb, or rather to the place where my thumb used to be.” He unwound the handkerchief and held out his hand. It gave even myhardened nerves a shudder to look at it. There were four protrudingfingers and a horrid red, spongy surface where the thumb should havebeen. It had been hacked or torn right out from the roots. “Good heavens!” I cried, “this is a terrible injury. It must have bledconsiderably.” “Yes, it did. I fainted when it was done, and I think that I must havebeen senseless for a long time. When I came to I found that it wasstill bleeding, so I tied one end of my handkerchief very tightly roundthe wrist and braced it up with a twig.” “Excellent! You should have been a surgeon.” “It is a question of hydraulics, you see, and came within my ownprovince.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"He was a man of about fifty, tall, portly, and imposing, with amassive, strongly marked face and a commanding figure. He was dressedin a sombre yet rich style, in black frock-coat, shining hat, neatbrown gaiters, and well-cut pearl-grey trousers. Yet his actions werein absurd contrast to the dignity of his dress and features, for he wasrunning hard, with occasional little springs, such as a weary man giveswho is little accustomed to set any tax upon his legs. As he ran hejerked his hands up and down, waggled his head, and writhed his faceinto the most extraordinary contortions. “What on earth can be the matter with him?” I asked. “He is looking upat the numbers of the houses.” “I believe that he is coming here,” said Holmes, rubbing his hands. “Here?” “Yes; I rather think he is coming to consult me professionally. I thinkthat I recognise the symptoms. Ha! did I not tell you?” As he spoke,the man, puffing and blowing, rushed at our door and pulled at our belluntil the whole house resounded with the clanging. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“I owe you an apology,” he said, raising his golden pince-nez to hiseyes. “I trust that I am not intruding. I fear that I have brought sometraces of the storm and rain into your snug chamber.” “Give me your coat and umbrella,” said Holmes. “They may rest here onthe hook and will be dry presently. You have come up from thesouth-west, I see.” “Yes, from Horsham.” “That clay and chalk mixture which I see upon your toe caps is quitedistinctive.” “I have come for advice.” “That is easily got.” “And help.” “That is not always so easy.” “I have heard of you, Mr. Holmes. I heard from Major Prendergast howyou saved him in the Tankerville Club scandal.” “Ah, of course. He was wrongfully accused of cheating at cards.” “He said that you could solve anything.” “He said too much.” “That you are never beaten.” “I have been beaten four times—three times by men, and once by awoman.” “But what is that compared with the number of your successes?” “It is true that I have been generally successful.” “Then you may be so with me.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“It goes to the housekeeper’s room.” “It looks newer than the other things?” “Yes, it was only put there a couple of years ago.” “Your sister asked for it, I suppose?” “No, I never heard of her using it. We used always to get what wewanted for ourselves.” “Indeed, it seemed unnecessary to put so nice a bell-pull there. Youwill excuse me for a few minutes while I satisfy myself as to thisfloor.” He threw himself down upon his face with his lens in his handand crawled swiftly backward and forward, examining minutely the cracksbetween the boards. Then he did the same with the wood-work with whichthe chamber was panelled. Finally he walked over to the bed and spentsome time in staring at it and in running his eye up and down the wall.Finally he took the bell-rope in his hand and gave it a brisk tug. “Why, it’s a dummy,” said he. “Won’t it ring?” “No, it is not even attached to a wire. This is very interesting. Youcan see now that it is fastened to a hook just above where the littleopening for the ventilator is.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“What’s in here?” he asked, tapping the safe. “My stepfather’s business papers.” “Oh! you have seen inside, then?” “Only once, some years ago. I remember that it was full of papers.” “There isn’t a cat in it, for example?” “No. What a strange idea!” “Well, look at this!” He took up a small saucer of milk which stood onthe top of it. “No; we don’t keep a cat. But there is a cheetah and a baboon.” “Ah, yes, of course! Well, a cheetah is just a big cat, and yet asaucer of milk does not go very far in satisfying its wants, I daresay.There is one point which I should wish to determine.” He squatted downin front of the wooden chair and examined the seat of it with thegreatest attention. “Thank you. That is quite settled,” said he, rising and putting hislens in his pocket. “Hullo! Here is something interesting!” The object which had caught his eye was a small dog lash hung on onecorner of the bed. The lash, however, was curled upon itself and tiedso as to make a loop of whipcord. “What do you make of that, Watson?” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“‘If I promise to keep a secret,’ said I, ‘you may absolutely dependupon my doing so.’ “He looked very hard at me as I spoke, and it seemed to me that I hadnever seen so suspicious and questioning an eye. “‘Do you promise, then?’ said he at last. “‘Yes, I promise.’ “‘Absolute and complete silence before, during, and after? No referenceto the matter at all, either in word or writing?’ “‘I have already given you my word.’ “‘Very good.’ He suddenly sprang up, and darting like lightning acrossthe room he flung open the door. The passage outside was empty. “‘That’s all right,’ said he, coming back. ‘I know that clerks aresometimes curious as to their master’s affairs. Now we can talk insafety.’ He drew up his chair very close to mine and began to stare atme again with the same questioning and thoughtful look. “A feeling of repulsion, and of something akin to fear had begun torise within me at the strange antics of this fleshless man. Even mydread of losing a client could not restrain me from showing myimpatience. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“You see, Watson,” he explained in the early hours of the morning as wesat over a glass of whisky and soda in Baker Street, “it was perfectlyobvious from the first that the only possible object of this ratherfantastic business of the advertisement of the League, and the copyingof the _Encyclopædia_, must be to get this not over-bright pawnbrokerout of the way for a number of hours every day. It was a curious way ofmanaging it, but, really, it would be difficult to suggest a better.The method was no doubt suggested to Clay’s ingenious mind by thecolour of his accomplice’s hair. The £ 4 a week was a lure which mustdraw him, and what was it to them, who were playing for thousands? Theyput in the advertisement, one rogue has the temporary office, the otherrogue incites the man to apply for it, and together they manage tosecure his absence every morning in the week. From the time that Iheard of the assistant having come for half wages, it was obvious to methat he had some strong motive for securing the situation.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Indeed, your example is an unfortunate one for your argument,” saidHolmes, taking the paper and glancing his eye down it. “This is theDundas separation case, and, as it happens, I was engaged in clearingup some small points in connection with it. The husband was ateetotaler, there was no other woman, and the conduct complained of wasthat he had drifted into the habit of winding up every meal by takingout his false teeth and hurling them at his wife, which, you willallow, is not an action likely to occur to the imagination of theaverage story-teller. Take a pinch of snuff, Doctor, and acknowledgethat I have scored over you in your example.” He held out his snuffbox of old gold, with a great amethyst in thecentre of the lid. Its splendour was in such contrast to his homelyways and simple life that I could not help commenting upon it. “Ah,” said he, “I forgot that I had not seen you for some weeks. It isa little souvenir from the King of Bohemia in return for my assistancein the case of the Irene Adler papers.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Entirely.” “Do not think of revenge, or anything of the sort, at present. I thinkthat we may gain that by means of the law; but we have our web toweave, while theirs is already woven. The first consideration is toremove the pressing danger which threatens you. The second is to clearup the mystery and to punish the guilty parties.” “I thank you,” said the young man, rising and pulling on his overcoat.“You have given me fresh life and hope. I shall certainly do as youadvise.” “Do not lose an instant. And, above all, take care of yourself in themeanwhile, for I do not think that there can be a doubt that you arethreatened by a very real and imminent danger. How do you go back?” “By train from Waterloo.” “It is not yet nine. The streets will be crowded, so I trust that youmay be in safety. And yet you cannot guard yourself too closely.” “I am armed.” “That is well. To-morrow I shall set to work upon your case.” “I shall see you at Horsham, then?” “No, your secret lies in London. It is there that I shall seek it.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“And now?” I asked. “Our quest is practically finished. I shall call with the Kingto-morrow, and with you, if you care to come with us. We will be showninto the sitting-room to wait for the lady, but it is probable thatwhen she comes she may find neither us nor the photograph. It might bea satisfaction to his Majesty to regain it with his own hands.” “And when will you call?” “At eight in the morning. She will not be up, so that we shall have aclear field. Besides, we must be prompt, for this marriage may mean acomplete change in her life and habits. I must wire to the King withoutdelay.” We had reached Baker Street and had stopped at the door. He wassearching his pockets for the key when someone passing said: “Good-night, Mister Sherlock Holmes.” There were several people on the pavement at the time, but the greetingappeared to come from a slim youth in an ulster who had hurried by. “I’ve heard that voice before,” said Holmes, staring down the dimly litstreet. “Now, I wonder who the deuce that could have been.” ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“But I am somewhat headstrong by nature, and the more ready to engagein an affair when there is some obstacle in the way. I thought of myfifty-guinea fee, of my wearisome journey, and of the unpleasant nightwhich seemed to be before me. Was it all to go for nothing? Why shouldI slink away without having carried out my commission, and without thepayment which was my due? This woman might, for all I knew, be amonomaniac. With a stout bearing, therefore, though her manner hadshaken me more than I cared to confess, I still shook my head anddeclared my intention of remaining where I was. She was about to renewher entreaties when a door slammed overhead, and the sound of severalfootsteps was heard upon the stairs. She listened for an instant, threwup her hands with a despairing gesture, and vanished as suddenly and asnoiselessly as she had come. “The newcomers were Colonel Lysander Stark and a short thick man with achinchilla beard growing out of the creases of his double chin, who wasintroduced to me as Mr. Ferguson. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“Well,” said our engineer ruefully as we took our seats to return oncemore to London, “it has been a pretty business for me! I have lost mythumb and I have lost a fifty-guinea fee, and what have I gained?” “Experience,” said Holmes, laughing. “Indirectly it may be of value,you know; you have only to put it into words to gain the reputation ofbeing excellent company for the remainder of your existence.”    X. THE ADVENTURE OF THE NOBLE BACHELOR  The Lord St. Simon marriage, and its curious termination, have longceased to be a subject of interest in those exalted circles in whichthe unfortunate bridegroom moves. Fresh scandals have eclipsed it, andtheir more piquant details have drawn the gossips away from thisfour-year-old drama. As I have reason to believe, however, that thefull facts have never been revealed to the general public, and as myfriend Sherlock Holmes had a considerable share in clearing the matterup, I feel that no memoir of him would be complete without some littlesketch of this remarkable episode. ",The Adventures of Sherlock Holmes,Arthur Conan Doyle
"“I shall be charmed. A visit to Treadley would be a great privilege. Ithas a perfect host, and a perfect library.” “You will complete it,” answered the old gentleman with a courteousbow. “And now I must bid good-bye to your excellent aunt. I am due atthe Athenaeum. It is the hour when we sleep there.” “All of you, Mr. Erskine?” “Forty of us, in forty arm-chairs. We are practising for an EnglishAcademy of Letters.” Lord Henry laughed and rose. “I am going to the park,” he cried. As he was passing out of the door, Dorian Gray touched him on the arm.“Let me come with you,” he murmured. “But I thought you had promised Basil Hallward to go and see him,”answered Lord Henry. “I would sooner come with you; yes, I feel I must come with you. Do letme. And you will promise to talk to me all the time? No one talks sowonderfully as you do.” “Ah! I have talked quite enough for to-day,” said Lord Henry, smiling.“All I want now is to look at life. You may come and look at it withme, if you care to.”   ",The Picture of Dorian Gray,Oscar Wilde
